Seed,Red Giants,Yellow Giants,White Giants,Blue Giants
77836509,1,0,1,1
77836835,1,1,0,1
77836905,1,1,0,1
77837138,1,1,0,1
77837805,1,0,1,1
77838407,1,0,1,1
77838640,1,1,0,1
77839909,1,1,0,1
77840254,1,0,1,1
77840305,1,0,1,1
77840487,1,0,1,1
77840510,1,1,0,1
77840529,1,0,1,1
77840580,1,1,0,1
77840734,1,0,1,1
77840963,1,0,1,1
77841392,1,0,1,1
77841420,1,1,0,1
77842012,1,0,1,1
77842427,1,1,0,1
77842670,1,0,1,1
77843057,1,1,0,1
77843085,1,1,0,1
77843481,1,0,1,1
77843910,1,0,1,1
77844139,1,0,1,1
77844344,1,1,0,1
77845846,1,0,1,1
77846466,1,1,0,1
77846690,1,1,0,1
77847007,1,0,1,1
77847492,1,0,1,1
77849264,1,1,0,1
77850211,1,1,0,1
77850845,1,0,1,1
77851438,1,1,0,1
77851652,1,0,1,1
77852655,1,1,0,1
77853970,1,0,1,1
77855467,1,1,0,1
77855817,1,1,0,1
77856097,1,1,0,1
77856437,1,1,0,1
77856866,1,0,1,1
77857034,1,0,1,1
77857095,1,1,0,1
77857701,1,1,0,1
77857734,1,1,0,1
77857869,1,1,0,1
77858042,1,1,0,1
77858149,1,0,1,1
77858354,1,1,0,1
77858993,1,1,0,1
77859012,1,1,0,1
77859651,1,1,0,1
77859809,1,1,0,1
77860173,1,0,1,1
77860490,1,0,1,1
77860644,1,0,1,1
77861134,1,0,1,1
77861530,1,1,0,1
77862286,1,1,0,1
77862953,1,0,1,1
77863447,1,1,0,1
77864058,1,1,0,1
77864520,1,1,0,1
77864534,1,1,0,1
77864893,1,0,1,1
77864921,1,1,0,1
77867453,1,0,1,1
77867500,1,1,0,1
77869272,1,1,0,1
77869440,1,1,0,1
77870998,1,1,0,1
77871525,1,1,0,1
77873437,1,0,1,1
77874491,1,1,0,1
77874524,1,0,1,1
77875335,1,0,1,1
77875559,1,1,0,1
77876296,1,0,1,1
77876837,1,1,0,1
77878045,1,1,0,1
77878096,1,1,0,1
77878362,1,1,0,1
77878446,1,1,0,1
77878511,1,0,1,1
77878903,1,1,0,1
77878940,1,0,1,1
77879705,1,0,1,1
77879752,1,0,1,1
77880069,1,0,1,1
77882158,1,1,0,1
77882793,1,0,1,1
77883320,1,1,0,1
77883954,1,0,1,1
77884276,1,1,0,1
77884523,1,1,0,1
77884891,1,1,0,1
77884924,1,1,0,1
77884957,1,1,0,1
77885092,1,1,0,1
77885726,1,0,1,1
77886393,1,1,0,1
77886561,1,1,0,1
77887018,1,0,1,1
77888072,1,1,0,1
77888333,1,1,0,1
77889140,1,1,0,1
77889345,1,0,1,1
77889798,1,1,0,1
77889975,1,0,1,1
77890138,1,1,0,1
77891211,1,1,0,1
77892078,1,1,0,1
77892335,1,1,0,1
77892447,1,1,0,1
77893179,1,0,1,1
77893277,1,0,1,1
77894023,1,1,0,1
77895357,1,0,1,1
77896192,1,1,0,1
77896579,1,1,0,1
77897964,1,1,0,1
77898132,1,1,0,1
77898253,1,0,1,1
77900184,1,1,0,1
77902437,1,0,1,1
77903239,1,0,1,1
77903379,1,1,0,1
77903850,1,1,0,1
77904862,1,0,1,1
77905328,1,1,0,1
77907763,1,1,0,1
77908243,1,1,0,1
77908397,1,0,1,1
77909199,1,1,0,1
77909204,1,0,1,1
77909442,1,0,1,1
77910706,1,0,1,1
77910780,1,1,0,1
77911214,1,1,0,1
77911438,1,1,0,1
77911848,1,1,0,1
77913112,1,1,0,1
77913649,1,1,0,1
77914148,1,1,0,1
77915589,1,1,0,1
77915887,1,0,1,1
77916358,1,0,1,1
77917394,1,1,0,1
77918135,1,1,0,1
77918443,1,0,1,1
77918835,1,0,1,1
77919287,1,1,0,1
77919721,1,0,1,1
77920710,1,1,0,1
77920770,1,1,0,1
77921139,1,1,0,1
77923200,1,0,1,1
77923550,1,1,0,1
77924604,1,0,1,1
77924613,1,1,0,1
77925220,1,1,0,1
77926824,1,1,0,1
77926871,1,1,0,1
77927458,1,0,1,1
77927631,1,1,0,1
77928466,1,0,1,1
77929128,1,0,1,1
77929403,1,0,1,1
77929767,1,0,1,1
77930205,1,0,1,1
77932542,1,1,0,1
77932710,1,1,0,1
77933792,1,1,0,1
77935443,1,1,0,1
77935881,1,0,1,1
77936590,1,1,0,1
77936721,1,1,0,1
77936907,1,0,1,1
77937089,1,0,1,1
77937751,1,1,0,1
77938185,1,0,1,1
77938390,1,1,0,1
77938395,1,1,0,1
77939463,1,0,1,1
77939561,1,1,0,1
77940312,1,1,0,1
77941585,1,1,0,1
77941804,1,1,0,1
77942779,1,1,0,1
77943600,1,0,1,1
77943945,1,1,0,1
77944425,1,1,0,1
77946221,1,1,0,1
77946519,1,0,1,1
77946790,1,1,0,1
77947056,1,0,1,1
77947233,1,1,0,1
77947634,1,1,0,1
77947690,1,1,0,1
77949364,1,0,1,1
77952023,1,0,1,1
77953077,1,0,1,1
77953688,1,1,0,1
77955525,1,0,1,1
77956150,1,0,1,1
77956649,1,0,1,1
77957624,1,1,0,1
77958184,1,0,1,1
77958459,1,0,1,1
77960483,1,1,0,1
77960800,1,1,0,1
77960865,1,1,0,1
77961117,1,1,0,1
77962507,1,0,1,1
77962530,1,0,1,1
77963342,1,1,0,1
77963640,1,0,1,1
77964662,1,0,1,1
77965450,1,1,0,1
77966117,1,0,1,1
77966210,1,1,0,1
77966751,1,1,0,1
77967194,1,1,0,1
77967320,1,1,0,1
77970496,1,1,0,1
77971182,1,0,1,1
77971336,1,1,0,1
77971392,1,0,1,1
77972138,1,0,1,1
77972637,1,1,0,1
77972973,1,1,0,1
77975211,1,0,1,1
77975379,1,0,1,1
77975748,1,0,1,1
77977986,1,1,0,1
77978513,1,1,0,1
77980262,1,1,0,1
77980295,1,1,0,1
77980803,1,1,0,1
77981769,1,0,1,1
77983238,1,0,1,1
77983378,1,1,0,1
77984544,1,1,0,1
77984875,1,0,1,1
77985150,1,0,1,1
77985178,1,0,1,1
77987281,1,1,0,1
77988088,1,1,0,1
77989893,1,1,0,1
77991670,1,0,1,1
77993139,1,0,1,1
77994277,1,1,0,1
77994809,1,0,1,1
77996987,1,0,1,1
77999188,1,1,0,1
77999524,1,1,0,1
78000172,1,1,0,1
78001026,1,1,0,1
78002579,1,1,0,1
78002747,1,1,0,1
78002770,1,0,1,1
78003605,1,1,0,1
78003773,1,1,0,1
78004440,1,0,1,1
78005111,1,0,1,1
78005242,1,1,0,1
78006776,1,1,0,1
78008987,1,1,0,1
78009122,1,1,0,1
78010461,1,0,1,1
78011431,1,1,0,1
78011589,1,0,1,1
78012116,1,0,1,1
78012401,1,0,1,1
78012699,1,1,0,1
78013702,1,0,1,1
78014336,1,1,0,1
78015008,1,1,0,1
78015745,1,1,0,1
78016463,1,1,0,1
78017685,1,0,1,1
78018753,1,1,0,1
78020059,1,0,1,1
78020525,1,1,0,1
78021360,1,0,1,1
78021994,1,1,0,1
78022666,1,1,0,1
78023067,1,1,0,1
78023132,1,0,1,1
78023384,1,1,0,1
78023501,1,0,1,1
78023669,1,0,1,1
78026462,1,1,0,1
78028048,1,1,0,1
78029144,1,1,0,1
78029545,1,1,0,1
78029690,1,0,1,1
78031462,1,0,1,1
78031928,1,1,0,1
78032465,1,1,0,1
78032763,1,0,1,1
78033892,1,0,1,1
78036149,1,1,0,1
78037688,1,0,1,1
78039754,1,1,0,1
78040421,1,0,1,1
78040790,1,0,1,1
78040939,1,0,1,1
78044978,1,0,1,1
78046442,1,0,1,1
78047445,1,1,0,1
78049357,1,1,0,1
78051824,1,0,1,1
78052193,1,0,1,1
78052361,1,0,1,1
78054380,1,0,1,1
78054431,1,1,0,1
78054599,1,1,0,1
78055835,1,1,0,1
78056152,1,1,0,1
78056740,1,1,0,1
78057076,1,1,0,1
78057542,1,0,1,1
78059538,1,0,1,1
78060485,1,1,0,1
78062164,1,0,1,1
78063027,1,1,0,1
78063097,1,1,0,1
78065014,1,1,0,1
78066506,1,1,0,1
78067061,1,0,1,1
78067462,1,1,0,1
78068120,1,1,0,1
78069360,1,1,0,1
78070638,1,1,0,1
78071692,1,0,1,1
78071809,1,1,0,1
78072728,1,1,0,1
78074066,1,0,1,1
78074934,1,0,1,1
78075302,1,0,1,1
78075988,1,1,0,1
78076137,1,1,0,1
78077074,1,0,1,1
78078730,1,1,0,1
78079164,1,1,0,1
78079546,1,1,0,1
78080008,1,0,1,1
78080819,1,0,1,1
78081510,1,1,0,1
78082993,1,0,1,1
78083161,1,0,1,1
78083291,1,1,0,1
78085017,1,1,0,1
78085115,1,1,0,1
78085250,1,1,0,1
78085768,1,1,0,1
78085959,1,0,1,1
78088006,1,0,1,1
78088911,1,1,0,1
78089793,1,0,1,1
78090208,1,1,0,1
78092255,1,1,0,1
78092745,1,1,0,1
78093057,1,1,0,1
78093729,1,1,0,1
78095916,1,0,1,1
78096033,1,0,1,1
78097609,1,1,0,1
78098733,1,1,0,1
78099848,1,0,1,1
78099913,1,0,1,1
78100198,1,0,1,1
78100748,1,1,0,1
78102352,1,1,0,1
78102959,1,1,0,1
78103360,1,1,0,1
78103994,1,0,1,1
78104652,1,0,1,1
78105253,1,1,0,1
78105738,1,1,0,1
78106550,1,0,1,1
78106802,1,1,0,1
78108238,1,1,0,1
78108653,1,1,0,1
78111941,1,1,0,1
78112216,1,1,0,1
78112277,1,1,0,1
78113331,1,0,1,1
78113625,1,0,1,1
78113923,1,1,0,1
78116111,1,1,0,1
78116330,1,0,1,1
78116540,1,1,0,1
78118335,1,1,0,1
78118419,1,1,0,1
78118662,1,0,1,1
78118974,1,0,1,1
78119175,1,0,1,1
78119809,1,1,0,1
78119940,1,0,1,1
78119977,1,1,0,1
78120560,1,0,1,1
78121078,1,1,0,1
78121633,1,1,0,1
78122216,1,0,1,1
78122458,1,0,1,1
78122589,1,1,0,1
78122701,1,1,0,1
78122808,1,0,1,1
78123321,1,1,0,1
78123554,1,1,0,1
78123736,1,0,1,1
78124151,1,1,0,1
78124394,1,0,1,1
78124580,1,1,0,1
78125238,1,1,0,1
78125443,1,0,1,1
78125634,1,0,1,1
78126497,0,1,1,1
78127197,1,1,0,1
78127341,1,0,1,1
78127598,1,1,0,1
78127803,1,1,0,1
78128605,1,0,1,1
78128810,1,0,1,1
78129221,1,0,1,1
78129286,1,0,1,1
78129440,1,1,0,1
78129608,1,1,0,1
78130130,1,0,1,1
78130517,1,0,1,1
78131044,1,1,0,1
78131380,1,1,0,1
78132019,1,1,0,1
78132448,1,1,0,1
78132854,1,0,1,1
78133675,1,1,0,1
78134076,1,1,0,1
78134519,1,1,0,1
78134799,1,0,1,1
78135195,1,1,0,1
78135643,1,1,0,1
78135927,1,0,1,1
78136291,1,0,1,1
78136468,1,0,1,1
78136697,1,0,1,1
78136930,1,1,0,1
78137103,1,0,1,1
78137126,1,0,1,1
78137401,1,1,0,1
78138236,1,0,1,1
78138404,1,0,1,1
78139682,1,0,1,1
78140078,1,1,0,1
78140302,1,0,1,1
78140363,1,1,0,1
78140526,1,1,0,1
78141011,1,1,0,1
78141039,1,1,0,1
78141081,1,1,0,1
78141580,1,0,1,1
78142424,1,1,0,1
78142485,1,0,1,1
78142615,1,1,0,1
78142769,1,0,1,1
78142783,1,1,0,1
78143082,1,1,0,1
78143152,1,1,0,1
78143254,1,1,0,1
78143478,1,0,1,1
78143683,1,1,0,1
78145558,1,0,1,1
78145600,1,1,0,1
78146029,1,1,0,1
78146258,1,1,0,1
78146360,1,1,0,1
78146654,1,0,1,1
78147032,1,1,0,1
78147200,1,1,0,1
78147685,1,1,0,1
78148506,1,0,1,1
78148776,1,1,0,1
78149732,1,0,1,1
78149863,1,1,0,1
78150441,1,1,0,1
78150609,1,1,0,1
78150707,1,0,1,1
78151397,1,1,0,1
78153585,1,0,1,1
78153883,1,0,1,1
78154205,1,1,0,1
78154541,1,0,1,1
78155385,1,1,0,1
78156630,1,1,0,1
78156868,1,0,1,1
78157297,1,0,1,1
78157549,1,1,0,1
78158132,1,1,0,1
78158300,1,1,0,1
78158594,1,0,1,1
78159610,1,1,0,1
78159876,1,0,1,1
78160072,1,1,0,1
78160240,1,1,0,1
78160268,1,1,0,1
78160664,1,0,1,1
78160683,1,1,0,1
78161229,1,1,0,1
78161546,1,0,1,1
78162166,1,1,0,1
78162623,1,0,1,1
78162679,1,0,1,1
78162824,1,1,0,1
78163444,1,1,0,1
78164619,1,0,1,1
78166224,1,0,1,1
78166261,1,1,0,1
78166928,1,0,1,1
78167096,1,0,1,1
78167161,1,1,0,1
78167688,1,1,0,1
78167707,1,1,0,1
78167893,1,0,1,1
78169101,1,0,1,1
78169703,1,1,0,1
78171177,1,0,1,1
78171475,1,1,0,1
78172394,1,0,1,1
78172571,1,1,0,1
78172646,1,0,1,1
78173625,1,0,1,1
78173891,1,1,0,1
78174082,1,1,0,1
78174208,1,1,0,1
78174483,1,1,0,1
78175052,1,1,0,1
78175514,1,0,1,1
78175892,1,1,0,1
78176106,1,0,1,1
78176727,1,0,1,1
78178732,1,1,0,1
78179105,1,0,1,1
78179301,1,1,0,1
78179352,1,1,0,1
78180010,1,1,0,1
78180686,1,1,0,1
78181106,1,1,0,1
78182132,1,0,1,1
78183186,1,1,0,1
78183345,1,1,0,1
78183410,1,0,1,1
78184030,1,0,1,1
78184688,1,0,1,1
78184968,1,0,1,1
78185308,1,0,1,1
78186152,1,1,0,1
78186157,1,0,1,1
78186992,1,1,0,1
78187206,1,0,1,1
78187374,1,1,0,1
78187449,1,1,0,1
78187635,1,0,1,1
78188932,1,1,0,1
78189949,1,1,0,1
78191763,1,0,1,1
78192178,1,0,1,1
78193661,1,1,0,1
78194281,1,1,0,1
78195788,1,0,1,1
78196385,1,1,0,1
78196786,1,1,0,1
78197196,1,1,0,1
78198516,1,0,1,1
78199752,1,1,0,1
78200302,1,1,0,1
78200596,1,0,1,1
78201338,1,0,1,1
78201874,1,0,1,1
78202107,1,1,0,1
78202289,1,1,0,1
78202947,1,1,0,1
78203152,1,0,1,1
78203306,1,1,0,1
78203576,1,1,0,1
78203912,1,1,0,1
78205838,1,0,1,1
78205894,1,1,0,1
78207354,1,0,1,1
78209425,1,1,0,1
78210269,1,1,0,1
78211407,1,0,1,1
78211682,1,0,1,1
78211999,1,0,1,1
78215684,1,1,0,1
78216430,1,1,0,1
78216789,1,1,1,0
78216938,1,1,0,1
78217456,1,1,0,1
78218477,1,0,1,1
78218687,1,0,1,1
78218855,1,1,0,1
78219564,1,1,0,1
78220133,1,1,0,1
78220338,1,0,1,1
78220399,1,0,1,1
78221038,1,0,1,1
78221392,1,1,0,1
78221616,1,0,1,1
78223738,1,1,0,1
78224480,1,0,1,1
78225165,1,0,1,1
78225580,1,0,1,1
78227059,1,0,1,1
78227339,1,0,1,1
78227824,1,0,1,1
78227866,1,0,1,1
78227889,1,0,1,1
78229195,1,1,0,1
78229554,1,1,0,1
78229638,1,1,0,1
78229829,1,1,1,0
78229871,1,1,0,1
78230030,1,0,1,1
78231970,1,0,1,1
78232436,1,1,0,1
78232604,1,1,0,1
78233444,1,1,0,1
78233817,1,0,1,1
78234302,1,0,1,1
78234344,1,0,1,1
78235081,1,1,0,1
78235850,1,0,1,1
78236242,1,1,0,1
78236349,1,1,0,1
78238373,1,0,1,1
78239460,1,0,1,1
78240822,1,0,1,1
78241232,1,0,1,1
78241601,1,0,1,1
78241988,1,1,0,1
78242202,1,1,0,1
78242235,1,1,0,1
78243839,1,1,0,1
78244758,1,1,0,1
78246950,1,0,1,1
78247300,1,0,1,1
78248158,1,0,1,1
78248424,1,1,0,1
78248993,1,0,1,1
78249091,1,0,1,1
78249259,1,0,1,1
78249730,1,0,1,1
78250196,1,1,0,1
78251031,1,0,1,1
78252169,1,0,1,1
78254319,1,0,1,1
78255410,1,1,0,1
78255466,1,1,0,1
78255779,1,1,0,1
78255928,1,1,0,1
78256245,1,1,0,1
78256581,1,0,1,1
78257887,1,1,0,1
78260951,1,0,1,1
78261128,1,1,0,1
78261268,1,0,1,1
78261599,1,1,0,1
78263861,1,1,0,1
78264710,1,0,1,1
78265615,1,1,0,1
78265713,1,1,0,1
78266011,1,0,1,1
78266016,1,1,0,1
78267429,1,0,1,1
78267518,1,1,0,1
78268152,1,0,1,1
78268320,1,0,1,1
78269383,1,1,0,1
78269425,1,1,0,1
78270927,1,1,0,1
78271095,1,1,0,1
78271902,1,1,0,1
78272219,1,1,0,1
78274159,1,0,1,1
78275642,1,0,1,1
78275931,1,1,0,1
78276276,1,1,0,1
78276444,1,1,0,1
78277116,1,1,0,1
78277951,1,0,1,1
78278585,1,1,0,1
78278823,1,1,0,1
78279140,1,1,0,1
78279723,1,0,1,1
78279891,1,0,1,1
78280637,1,0,1,1
78280912,1,0,1,1
78282330,1,1,0,1
78284270,1,1,0,1
78284984,1,1,0,1
78285072,1,0,1,1
78285441,1,0,1,1
78285618,1,1,0,1
78286019,1,1,0,1
78286579,1,1,0,1
78286747,1,1,0,1
78289321,1,0,1,1
78289979,1,1,0,1
78290049,1,0,1,1
78290156,1,1,0,1
78291588,1,1,0,1
78291760,1,1,0,1
78291821,1,1,0,1
78292138,1,1,0,1
78293379,1,0,1,1
78293584,1,1,0,1
78293845,1,0,1,1
78293868,1,1,0,1
78294437,1,0,1,1
78294703,1,0,1,1
78295505,1,1,0,1
78296555,1,0,1,1
78296569,1,0,1,1
78297012,1,0,1,1
78298019,1,1,0,1
78298677,1,1,0,1
78298826,1,1,0,1
78299059,1,1,0,1
78299106,1,1,0,1
78299502,1,0,1,1
78299591,1,0,1,1
78299787,1,1,0,1
78300160,1,0,1,1
78301391,1,1,0,1
78303033,1,0,1,1
78303499,1,1,0,1
78303532,1,0,1,1
78304502,1,0,1,1
78305136,1,1,0,1
78305304,1,1,0,1
78306643,1,0,1,1
78308382,1,0,1,1
78308583,1,0,1,1
78309385,1,1,0,1
78310010,1,0,1,1
78310052,1,0,1,1
78310350,1,0,1,1
78310565,1,0,1,1
78311428,1,1,0,1
78311782,1,1,0,1
78312309,1,1,0,1
78312626,1,1,0,1
78312962,1,1,0,1
78314133,1,0,1,1
78316539,1,1,0,1
78316950,1,1,0,1
78317211,1,1,0,1
78317379,1,1,0,1
78318013,1,0,1,1
78318512,1,1,0,1
78318703,1,1,0,1
78318848,1,1,0,1
78320961,1,1,0,1
78322262,1,0,1,1
78322472,1,1,0,1
78322728,1,1,0,1
78322901,1,0,1,1
78323395,1,0,1,1
78323526,1,0,1,1
78323535,1,0,1,1
78325205,1,1,0,1
78325233,1,0,1,1
78325307,1,1,0,1
78326473,1,0,1,1
78327644,1,0,1,1
78327966,1,1,0,1
78328479,1,1,0,1
78329649,1,0,1,1
78331053,1,0,1,1
78331893,1,0,1,1
78333194,1,0,1,1
78334169,1,1,0,1
78334887,1,1,0,1
78335768,1,1,0,1
78336692,1,1,0,1
78336976,1,0,1,1
78337275,1,0,1,1
78337536,1,0,1,1
78337573,1,1,0,1
78338599,1,1,0,1
78339014,1,0,1,1
78340017,1,1,0,1
78340050,1,1,0,1
78340647,1,1,0,1
78340684,1,0,1,1
78341090,1,1,0,1
78341365,1,1,0,1
78341799,1,0,1,1
78342825,1,0,1,1
78344751,1,1,0,1
78344975,1,0,1,1
78345399,1,1,0,1
78345455,1,1,0,1
78346873,1,0,1,1
78347097,1,1,0,1
78347493,1,0,1,1
78347876,1,1,0,1
78347927,1,1,0,1
78348645,1,0,1,1
78349000,1,0,1,1
78352255,1,0,1,1
78353426,1,1,0,1
78354256,1,1,0,1
78354405,1,1,0,1
78354536,1,1,0,1
78355380,1,0,1,1
78355837,1,1,0,1
78356336,1,0,1,1
78356620,1,0,1,1
78359279,0,1,1,1
78359745,1,0,1,1
78360776,1,1,0,1
78360883,1,1,0,1
78361051,1,1,0,1
78361107,1,1,0,1
78361886,1,0,1,1
78363663,1,1,0,1
78364460,1,1,0,1
78364941,1,1,0,1
78365785,1,0,1,1
78367254,1,1,0,1
78367459,1,1,0,1
78367683,1,0,1,1
78367874,1,0,1,1
78368546,1,1,0,1
78368742,1,1,0,1
78369376,1,0,1,1
78369544,1,0,1,1
78370635,1,1,0,1
78370682,1,1,0,1
78371288,1,0,1,1
78371293,1,1,0,1
78371960,1,0,1,1
78372981,1,1,0,1
78373224,1,0,1,1
78373639,1,1,0,1
78373811,1,1,0,1
78373923,1,1,0,1
78374035,1,0,1,1
78374068,1,1,0,1
78374492,1,1,0,1
78374693,1,0,1,1
78375565,1,0,1,1
78376232,1,1,0,1
78376703,1,1,0,1
78377337,1,0,1,1
78378965,1,0,1,1
78380779,1,1,0,1
78381054,1,1,0,1
78381507,1,1,0,1
78383671,1,1,0,1
78383689,1,1,0,1
78384683,1,1,0,1
78385196,1,0,1,1
78385443,1,0,1,1
78385527,1,0,1,1
78386296,1,0,1,1
78387649,1,1,0,1
78389132,1,0,1,1
78389197,1,0,1,1
78390191,1,1,0,1
78390233,1,1,0,1
78390746,1,0,1,1
78390825,1,1,0,1
78391515,1,1,0,1
78391548,1,1,0,1
78392084,1,1,0,1
78392173,1,0,1,1
78392765,1,0,1,1
78393152,1,1,0,1
78395260,1,1,0,1
78396310,1,1,0,1
78396566,1,0,1,1
78397434,1,1,0,1
78398236,1,0,1,1
78398488,1,0,1,1
78399243,1,0,1,1
78399332,1,1,0,1
78399374,1,1,0,1
78399509,1,1,0,1
78400395,1,1,0,1
78400782,1,1,0,1
78401179,1,1,0,1
78401211,1,1,0,1
78401869,1,1,0,1
78403128,1,1,0,1
78403371,1,0,1,1
78403674,1,1,0,1
78403786,1,1,0,1
78404924,1,1,0,1
78405474,1,1,0,1
78405726,1,0,1,1
78406197,1,0,1,1
78407167,1,0,1,1
78407391,1,1,0,1
78409005,1,1,0,1
78409723,1,0,1,1
78409807,1,0,1,1
78410637,1,1,0,1
78411775,1,0,1,1
78412367,1,0,1,1
78413888,1,0,1,1
78414354,1,1,0,1
78414988,1,0,1,1
78415026,1,0,1,1
78416126,1,1,0,1
78416523,1,1,0,1
78416840,1,1,0,1
78417129,1,0,1,1
78417572,1,0,1,1
78418230,1,0,1,1
78418570,1,0,1,1
78418626,1,1,0,1
78418845,1,0,1,1
78419438,1,0,1,1
78419713,1,1,0,1
78420240,1,1,0,1
78422180,1,1,0,1
78422455,1,0,1,1
78422660,1,1,0,1
78423201,1,1,0,1
78423234,1,1,0,1
78423360,1,1,0,1
78423733,1,0,1,1
78423761,1,1,0,1
78425421,1,1,0,1
78426564,1,1,0,1
78426928,1,0,1,1
78427753,1,1,0,1
78430239,1,1,0,1
78431811,1,1,0,1
78433933,1,1,0,1
78436209,1,1,0,1
78436759,1,1,0,1
78437314,1,0,1,1
78437972,1,0,1,1
78438158,1,1,0,1
78438499,1,0,1,1
78438783,1,0,1,1
78439212,1,0,1,1
78440915,1,0,1,1
78440919,1,0,1,1
78441992,1,1,0,1
78443237,1,1,0,1
78445261,1,0,1,1
78445327,1,0,1,1
78445597,1,1,0,1
78445989,1,0,1,1
78446255,1,1,0,1
78446623,1,1,0,1
78446894,1,1,0,1
78447295,1,1,0,1
78447668,1,0,1,1
78448773,1,1,0,1
78448997,1,0,1,1
78449100,1,1,0,1
78449431,1,1,0,1
78449655,1,0,1,1
78449869,1,0,1,1
78450242,1,1,0,1
78451324,1,0,1,1
78452901,1,1,0,1
78453036,1,1,0,1
78454673,1,0,1,1
78455121,1,1,0,1
78456762,1,1,0,1
78457056,1,0,1,1
78457728,1,0,1,1
78457900,1,1,0,1
78459020,1,1,0,1
78459421,1,1,0,1
78459500,1,0,1,1
78460335,1,1,0,1
78460969,1,0,1,1
78461151,1,0,1,1
78461958,1,0,1,1
78462816,1,1,0,1
78464080,1,1,0,1
78464215,1,1,0,1
78465050,1,0,1,1
78465339,1,1,0,1
78465540,1,1,0,1
78465624,1,1,0,1
78465684,1,1,0,1
78465754,1,0,1,1
78465997,1,1,0,1
78466221,1,1,0,1
78466617,1,1,0,1
78467629,1,0,1,1
78467876,1,1,0,1
78468156,1,0,1,1
78468534,1,1,0,1
78468739,1,0,1,1
78469429,1,1,0,1
78470222,1,1,0,1
78471066,1,0,1,1
78471738,1,1,0,1
78472102,1,1,0,1
78472904,1,1,0,1
78473678,1,1,0,1
78474480,1,0,1,1
78475744,1,1,0,1
78477255,1,1,0,1
78477624,1,1,0,1
78478706,1,1,0,1
78478729,1,0,1,1
78479107,1,1,0,1
78479508,1,1,0,1
78479564,1,1,0,1
78480030,1,0,1,1
78480422,1,0,1,1
78480730,1,0,1,1
78480837,1,0,1,1
78481537,1,1,0,1
78481639,1,0,1,1
78483183,1,1,0,1
78484111,1,0,1,1
78484442,1,1,0,1
78484750,1,0,1,1
78485394,1,1,0,1
78485585,1,1,0,1
78485711,1,1,0,1
78485925,1,0,1,1
78486420,1,0,1,1
78486583,1,0,1,1
78487558,1,1,0,1
78487800,1,0,1,1
78488117,1,0,1,1
78488360,1,0,1,1
78489027,1,1,0,1
78489195,1,1,0,1
78489325,1,1,0,1
78491433,1,0,1,1
78492464,1,1,0,1
78492590,1,1,0,1
78493742,1,0,1,1
78493938,1,0,1,1
78494381,1,0,1,1
78496484,1,1,0,1
78496937,1,0,1,1
78496979,1,0,1,1
78497991,1,0,1,1
78498793,1,1,0,1
78499828,1,1,0,1
78500164,1,0,1,1
78502286,1,1,0,1
78503172,1,0,1,1
78503340,1,0,1,1
78504175,1,1,0,1
78505397,1,1,0,1
78506115,1,1,0,1
78506787,1,1,0,1
78507421,1,0,1,1
78510103,1,0,1,1
78510229,1,1,0,1
78512803,1,0,1,1
78512971,1,0,1,1
78513372,1,1,0,1
78514613,1,1,0,1
78515578,1,1,0,1
78516898,1,0,1,1
78517052,1,0,1,1
78517350,1,1,1,0
78517887,1,1,0,1
78519995,1,1,0,1
78522028,1,1,0,1
78522401,1,0,1,1
78523068,1,1,0,1
78523236,1,1,0,1
78523903,1,0,1,1
78525083,1,1,0,1
78525591,1,1,0,1
78526981,1,1,0,1
78530381,1,0,1,1
78532032,1,0,1,1
78533804,1,0,1,1
78534639,1,1,0,1
78534812,1,1,0,1
78541057,1,1,0,1
78541290,1,1,0,1
78541458,1,1,0,1
78541663,1,0,1,1
78543589,1,0,1,1
78543864,1,0,1,1
78543892,1,0,1,1
78545161,1,1,0,1
78546579,1,1,0,1
78547026,1,0,1,1
78547050,1,1,0,1
78547810,1,1,0,1
78547978,1,1,0,1
78549787,1,1,0,1
78550067,1,0,1,1
78550459,1,1,0,1
78550683,1,1,0,1
78551294,1,0,1,1
78553868,1,1,0,1
78554069,1,1,0,1
78554876,1,1,0,1
78559689,1,0,1,1
78560090,1,1,0,1
78560724,1,0,1,1
78561293,1,1,0,1
78561895,1,1,0,1
78562664,1,0,1,1
78563191,1,0,1,1
78563499,1,1,0,1
78563718,1,0,1,1
78566274,1,0,1,1
78566279,1,1,0,1
78568256,1,1,0,1
78569180,1,0,1,1
78570196,1,0,1,1
78570355,1,0,1,1
78572132,1,1,0,1
78572356,1,0,1,1
78572370,1,0,1,1
78574105,1,1,0,1
78574650,1,1,0,1
78574776,1,1,0,1
78574860,1,1,0,1
78575070,1,1,0,1
78575177,1,1,0,1
78578479,1,1,0,1
78578848,1,0,1,1
78579319,1,1,0,1
78580154,1,0,1,1
78580956,1,1,0,1
78581725,1,0,1,1
78581781,1,1,0,1
78582896,1,1,0,1
78583404,1,0,1,1
78584039,1,1,0,1
78587858,1,1,0,1
78588950,1,1,0,1
78589976,1,1,0,1
78590587,1,1,0,1
78592056,1,0,1,1
78592718,1,0,1,1
78592825,1,0,1,1
78593152,1,1,0,1
78593352,1,0,1,1
78593833,1,0,1,1
78594131,1,1,0,1
78594966,1,0,1,1
78595134,1,0,1,1
78598548,1,1,0,1
78599336,1,0,1,1
78599383,1,0,1,1
78599611,1,0,1,1
